Receiver Serial Number,Three-Digit Line-Counter,Date/Time,Transmitter Code-Space,Transmitter ID Number,Signal Level (dB),Noise-Level (dB),C,Channel,Distance (m),Tag GPS Coords,Sensor GPS Coords,Time (s),Time of Flight (s),Predicted Distance (m)
457012,189,2021-07-09 00:07:23.603,A69-1602,65477,82.0,56.5,0,#93,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",114.507,0.0010000000000012221,1.5000000000018332
457012,191,2021-07-09 00:07:31.782,A69-1602,65477,82.0,56.5,0,#93,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",122.686,0.0010000000000029985,1.5000000000044977
457012,192,2021-07-09 00:07:39.961,A69-1602,65477,82.5,56.5,0,#A0,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",130.865,0.0010000000000047748,1.5000000000071623
457012,193,2021-07-09 00:07:48.140,A69-1602,65477,81.5,56.5,0,#95,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",139.044,0.0010000000000065512,1.5000000000098268
457012,194,2021-07-09 00:07:56.319,A69-1602,65477,82.5,56.5,0,#9E,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",147.223,0.0010000000000083276,1.5000000000124913
457012,195,2021-07-09 00:08:04.498,A69-1602,65477,82.0,56.5,0,#9C,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",155.402,0.0009999999999816822,1.4999999999725233
457012,196,2021-07-09 00:08:12.677,A69-1602,65477,82.0,56.5,0,#9B,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",163.581,0.0009999999999834586,1.4999999999751878
457012,197,2021-07-09 00:08:20.857,A69-1602,65477,82.0,56.5,0,#9B,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",171.761,0.0019999999999900098,2.9999999999850147
457012,198,2021-07-09 00:08:29.036,A69-1602,65477,82.0,56.5,0,#9A,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",179.94,0.001999999999991786,2.999999999987679
457012,200,2021-07-09 00:08:37.215,A69-1602,65477,82.0,56.5,0,#88,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",188.119,0.0019999999999935625,2.9999999999903437
457012,201,2021-07-09 00:08:45.394,A69-1602,65477,81.5,56.5,0,#94,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",196.298,0.001999999999995339,2.9999999999930083
457012,202,2021-07-09 00:08:53.573,A69-1602,65477,82.0,56.5,0,#8F,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",204.477,0.001999999999997115,2.999999999995673
457012,203,2021-07-09 00:09:01.752,A69-1602,65477,82.0,56.5,0,#89,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",212.656,0.0019999999999988916,2.9999999999983373
457012,204,2021-07-09 00:09:09.931,A69-1602,65477,82.5,56.5,0,#96,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",220.835,0.002000000000000668,3.000000000001002
457012,205,2021-07-09 00:09:18.110,A69-1602,65477,82.0,56.5,0,#87,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",229.014,0.0020000000000024443,3.0000000000036664
457012,206,2021-07-09 00:09:26.289,A69-1602,65477,81.5,56.5,0,#9C,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",237.193,0.0020000000000042206,3.000000000006331
457012,208,2021-07-09 00:09:34.469,A69-1602,65477,81.5,56.5,0,#9D,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",245.373,0.00299999999998235,4.499999999973525
457012,209,2021-07-09 00:09:42.648,A69-1602,65477,82.0,56.5,0,#98,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",253.552,0.0029999999999841265,4.49999999997619
457012,210,2021-07-09 00:09:50.827,A69-1602,65477,81.5,56.5,0,#92,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",261.731,0.002999999999985903,4.499999999978854
457012,211,2021-07-09 00:09:59.006,A69-1602,65477,82.0,56.5,0,#8D,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",269.91,0.003000000000016101,4.500000000024151
457012,212,2021-07-09 00:10:07.185,A69-1602,65477,81.0,56.5,0,#86,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",278.089,0.0029999999999894555,4.499999999984183
457012,213,2021-07-09 00:10:15.364,A69-1602,65477,82.0,56.5,0,#86,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",286.268,0.00299999999996281,4.499999999944215
457012,214,2021-07-09 00:10:23.543,A69-1602,65477,82.0,56.5,0,#85,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",294.447,0.0029999999999930083,4.499999999989512
457012,216,2021-07-09 00:10:31.722,A69-1602,65477,81.5,56.5,0,#89,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",302.626,0.002999999999966363,4.499999999949544
457012,217,2021-07-09 00:10:39.901,A69-1602,65477,82.0,56.5,0,#8D,10,"(34.109135, -117.71281)","(34.109172, -117.71241)",310.805,0.002999999999996561,4.4999999999948415
