Receiver Serial Number,Three-Digit Line-Counter,Date/Time,Transmitter Code-Space,Transmitter ID Number,Signal Level (dB),Noise-Level (dB),Channel,Distance (m),Sensor GPS Coords,Tag GPS Coords
457012,000,2021-07-22 11:05:45.618000,A69-1602,65477,82.0,38.5,#97,208.45854453792958,"(33.480503,-117.733113)","(33.482126999999934,-117.734242)"
457012,000,2021-07-22 11:06:02.076000,A69-1602,65477,82.0,38.5,#97,216.17160114680306,"(33.480503,-117.733113)","(33.48220699999993,-117.734242)"
457012,000,2021-07-22 11:06:18.534000,A69-1602,65477,82.0,38.5,#97,223.97057710831305,"(33.480503,-117.733113)","(33.48228699999993,-117.734242)"
457012,000,2021-07-22 11:06:34.992000,A69-1602,65477,82.0,38.5,#97,231.8468020058681,"(33.480503,-117.733113)","(33.482366999999925,-117.734242)"
457012,000,2021-07-22 11:06:51.450000,A69-1602,65477,82.0,38.5,#97,239.79266402221575,"(33.480503,-117.733113)","(33.48244699999992,-117.734242)"
457012,000,2021-07-22 11:07:07.908000,A69-1602,65477,82.0,38.5,#97,247.8014644274899,"(33.480503,-117.733113)","(33.48252699999992,-117.734242)"
457012,000,2021-07-22 11:07:24.366000,A69-1602,65477,82.0,38.5,#97,255.86729327170931,"(33.480503,-117.733113)","(33.482606999999916,-117.734242)"
457012,000,2021-07-22 11:07:40.824000,A69-1602,65477,82.0,38.5,#97,263.98492325591826,"(33.480503,-117.733113)","(33.48268699999991,-117.734242)"
457012,000,2021-07-22 11:07:57.282000,A69-1602,65477,82.0,38.5,#97,272.1497190882789,"(33.480503,-117.733113)","(33.48276699999991,-117.734242)"
457012,000,2021-07-22 11:08:13.740000,A69-1602,65477,82.0,38.5,#97,280.35756000468405,"(33.480503,-117.733113)","(33.48284699999991,-117.734242)"
457012,000,2021-07-22 11:08:30.198000,A69-1602,65477,82.0,38.5,#97,288.60477347021566,"(33.480503,-117.733113)","(33.482926999999904,-117.734242)"
457012,000,2021-07-22 11:08:46.656000,A69-1602,65477,82.0,38.5,#97,296.8880783372452,"(33.480503,-117.733113)","(33.4830069999999,-117.734242)"
457012,000,2021-07-22 11:09:03.114000,A69-1602,65477,82.0,38.5,#97,305.2045360470007,"(33.480503,-117.733113)","(33.4830869999999,-117.734242)"
457012,000,2021-07-22 11:09:19.572000,A69-1602,65477,82.0,38.5,#97,313.5515086449198,"(33.480503,-117.733113)","(33.483166999999895,-117.734242)"
457012,000,2021-07-22 11:09:36.030000,A69-1602,65477,82.0,38.5,#97,321.92662255825223,"(33.480503,-117.733113)","(33.48324699999989,-117.734242)"
457012,000,2021-07-22 11:09:52.488000,A69-1602,65477,82.0,38.5,#97,330.3277373249228,"(33.480503,-117.733113)","(33.48332699999989,-117.734242)"
