Receiver Serial Number,Three-Digit Line-Counter,Date/Time,Transmitter Code-Space,Transmitter ID Number,Signal Level (dB),Noise-Level (dB),Channel,Distance (m),Sensor GPS Coords,Tag GPS Coords
457012,000,2021-07-22 11:03:17.496000,A69-1602,65477,82.0,38.5,#97,3.007605023837048,"(33.48138,-117.734245)","(33.48140699999996,-117.734242)"
457012,000,2021-07-22 11:03:33.954000,A69-1602,65477,82.0,38.5,#97,11.870971885734777,"(33.48138,-117.734245)","(33.48148699999996,-117.734242)"
457012,000,2021-07-22 11:03:50.412000,A69-1602,65477,82.0,38.5,#97,20.742615504510255,"(33.48138,-117.734245)","(33.481566999999956,-117.734242)"
457012,000,2021-07-22 11:04:06.870000,A69-1602,65477,82.0,38.5,#97,29.61509863892241,"(33.48138,-117.734245)","(33.48164699999995,-117.734242)"
457012,000,2021-07-22 11:04:23.328000,A69-1602,65477,82.0,38.5,#97,38.487840782331645,"(33.48138,-117.734245)","(33.48172699999995,-117.734242)"
457012,000,2021-07-22 11:04:39.786000,A69-1602,65477,82.0,38.5,#97,47.36069642738829,"(33.48138,-117.734245)","(33.48180699999995,-117.734242)"
457012,000,2021-07-22 11:04:56.244000,A69-1602,65477,82.0,38.5,#97,56.23361190036283,"(33.48138,-117.734245)","(33.481886999999944,-117.734242)"
457012,000,2021-07-22 11:05:12.702000,A69-1602,65477,82.0,38.5,#97,65.10656278667518,"(33.48138,-117.734245)","(33.48196699999994,-117.734242)"
457012,000,2021-07-22 11:05:29.160000,A69-1602,65477,82.0,38.5,#97,73.97953638876403,"(33.48138,-117.734245)","(33.48204699999994,-117.734242)"
457012,000,2021-07-22 11:05:45.618000,A69-1602,65477,82.0,38.5,#97,82.8525254428081,"(33.48138,-117.734245)","(33.482126999999934,-117.734242)"
457012,000,2021-07-22 11:06:02.076000,A69-1602,65477,82.0,38.5,#97,91.72552549988492,"(33.48138,-117.734245)","(33.48220699999993,-117.734242)"
457012,000,2021-07-22 11:06:18.534000,A69-1602,65477,82.0,38.5,#97,100.59853367624018,"(33.48138,-117.734245)","(33.48228699999993,-117.734242)"
457012,000,2021-07-22 11:06:34.992000,A69-1602,65477,82.0,38.5,#97,109.47154802629112,"(33.48138,-117.734245)","(33.482366999999925,-117.734242)"
457012,000,2021-07-22 11:06:51.450000,A69-1602,65477,82.0,38.5,#97,118.34456718941512,"(33.48138,-117.734245)","(33.48244699999992,-117.734242)"
457012,000,2021-07-22 11:07:07.908000,A69-1602,65477,82.0,38.5,#97,127.21759018046447,"(33.48138,-117.734245)","(33.48252699999992,-117.734242)"
457012,000,2021-07-22 11:07:24.366000,A69-1602,65477,82.0,38.5,#97,136.0906162742822,"(33.48138,-117.734245)","(33.482606999999916,-117.734242)"
457012,000,2021-07-22 11:07:40.824000,A69-1602,65477,82.0,38.5,#97,144.96364492089808,"(33.48138,-117.734245)","(33.48268699999991,-117.734242)"
457012,000,2021-07-22 11:07:57.282000,A69-1602,65477,82.0,38.5,#97,153.8366756982224,"(33.48138,-117.734245)","(33.48276699999991,-117.734242)"
457012,000,2021-07-22 11:08:13.740000,A69-1602,65477,82.0,38.5,#97,162.7097082774138,"(33.48138,-117.734245)","(33.48284699999991,-117.734242)"
457012,000,2021-07-22 11:08:30.198000,A69-1602,65477,82.0,38.5,#97,171.58274239815654,"(33.48138,-117.734245)","(33.482926999999904,-117.734242)"
457012,000,2021-07-22 11:08:46.656000,A69-1602,65477,82.0,38.5,#97,180.4557778478261,"(33.48138,-117.734245)","(33.4830069999999,-117.734242)"
457012,000,2021-07-22 11:09:03.114000,A69-1602,65477,82.0,38.5,#97,189.32881445476715,"(33.48138,-117.734245)","(33.4830869999999,-117.734242)"
457012,000,2021-07-22 11:09:19.572000,A69-1602,65477,82.0,38.5,#97,198.20185208159242,"(33.48138,-117.734245)","(33.483166999999895,-117.734242)"
457012,000,2021-07-22 11:09:36.030000,A69-1602,65477,82.0,38.5,#97,207.0748906113989,"(33.48138,-117.734245)","(33.48324699999989,-117.734242)"
457012,000,2021-07-22 11:09:52.488000,A69-1602,65477,82.0,38.5,#97,215.947929944946,"(33.48138,-117.734245)","(33.48332699999989,-117.734242)"
